Arthropod Taxa	Arthropod Species Scientific Name	Common Name	Tree Host(s)*	Endangered Risk Rating	Reference(s)	referenceCitation
Lepidoptera	Orthosia revicta (Morrison)	Subdued Quaker	Tilia americana	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Orthotaenia undulana (Denis & Schiffermüller)		Acer	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Orthotaenia undulana (Denis & Schiffermüller)		Betula	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Orthotaenia undulana (Denis & Schiffermüller)		Fraxinus pennsylvanica	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Orthotaenia undulana (Denis & Schiffermüller)		Populus	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Orthotaenia undulana (Denis & Schiffermüller)		Quercus	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Orthotaenia undulana (Denis & Schiffermüller)		Salix	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Orthotaenia undulana (Denis & Schiffermüller)		Other Species	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Acer negundo	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Acer negundo	Low	Solomon et al. (1993)	Solomon JD, Leininger TD, Wilson AD et al (1993) Ash pests: a guide to major insects, diseases, air pollution injury, and chemical injury. USDA Forest Service, General Technical Report SO-96
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Acer negundo	Low	Ives and Wong (1988)	Ives WGH, Wong HR (1988) Tree and shrub insects of the Prairie Provinces. Canadian Forest Service, Northern Forestry Center, Information Report NOR-X-292
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Acer negundo	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Betula papyrifera	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Betula papyrifera	Low	Solomon et al. (1993)	Solomon JD, Leininger TD, Wilson AD et al (1993) Ash pests: a guide to major insects, diseases, air pollution injury, and chemical injury. USDA Forest Service, General Technical Report SO-96
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Betula papyrifera	Low	Ives and Wong (1988)	Ives WGH, Wong HR (1988) Tree and shrub insects of the Prairie Provinces. Canadian Forest Service, Northern Forestry Center, Information Report NOR-X-292
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Betula papyrifera	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Carya	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Carya	Low	Solomon et al. (1993)	Solomon JD, Leininger TD, Wilson AD et al (1993) Ash pests: a guide to major insects, diseases, air pollution injury, and chemical injury. USDA Forest Service, General Technical Report SO-96
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Carya	Low	Ives and Wong (1988)	Ives WGH, Wong HR (1988) Tree and shrub insects of the Prairie Provinces. Canadian Forest Service, Northern Forestry Center, Information Report NOR-X-292
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Carya	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Fagus grandifolia	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Fagus grandifolia	Low	Solomon et al. (1993)	Solomon JD, Leininger TD, Wilson AD et al (1993) Ash pests: a guide to major insects, diseases, air pollution injury, and chemical injury. USDA Forest Service, General Technical Report SO-96
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Fagus grandifolia	Low	Ives and Wong (1988)	Ives WGH, Wong HR (1988) Tree and shrub insects of the Prairie Provinces. Canadian Forest Service, Northern Forestry Center, Information Report NOR-X-292
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Fagus grandifolia	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Fraxinus americanus	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Fraxinus americanus	Low	Solomon et al. (1993)	Solomon JD, Leininger TD, Wilson AD et al (1993) Ash pests: a guide to major insects, diseases, air pollution injury, and chemical injury. USDA Forest Service, General Technical Report SO-96
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Fraxinus americanus	Low	Ives and Wong (1988)	Ives WGH, Wong HR (1988) Tree and shrub insects of the Prairie Provinces. Canadian Forest Service, Northern Forestry Center, Information Report NOR-X-292
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Fraxinus americanus	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Fraxinus nigra	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Fraxinus nigra	Low	Solomon et al. (1993)	Solomon JD, Leininger TD, Wilson AD et al (1993) Ash pests: a guide to major insects, diseases, air pollution injury, and chemical injury. USDA Forest Service, General Technical Report SO-96
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Fraxinus nigra	Low	Ives and Wong (1988)	Ives WGH, Wong HR (1988) Tree and shrub insects of the Prairie Provinces. Canadian Forest Service, Northern Forestry Center, Information Report NOR-X-292
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Fraxinus nigra	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Fraxinus pennsylvanica	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Fraxinus pennsylvanica	Low	Solomon et al. (1993)	Solomon JD, Leininger TD, Wilson AD et al (1993) Ash pests: a guide to major insects, diseases, air pollution injury, and chemical injury. USDA Forest Service, General Technical Report SO-96
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Fraxinus pennsylvanica	Low	Ives and Wong (1988)	Ives WGH, Wong HR (1988) Tree and shrub insects of the Prairie Provinces. Canadian Forest Service, Northern Forestry Center, Information Report NOR-X-292
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Fraxinus pennsylvanica	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Malus domestica	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Malus domestica	Low	Solomon et al. (1993)	Solomon JD, Leininger TD, Wilson AD et al (1993) Ash pests: a guide to major insects, diseases, air pollution injury, and chemical injury. USDA Forest Service, General Technical Report SO-96
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Malus domestica	Low	Ives and Wong (1988)	Ives WGH, Wong HR (1988) Tree and shrub insects of the Prairie Provinces. Canadian Forest Service, Northern Forestry Center, Information Report NOR-X-292
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Malus domestica	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Quercus (including Quercus macrocarpa)	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Quercus (including Quercus macrocarpa)	Low	Solomon et al. (1993)	Solomon JD, Leininger TD, Wilson AD et al (1993) Ash pests: a guide to major insects, diseases, air pollution injury, and chemical injury. USDA Forest Service, General Technical Report SO-96
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Quercus (including Quercus macrocarpa)	Low	Ives and Wong (1988)	Ives WGH, Wong HR (1988) Tree and shrub insects of the Prairie Provinces. Canadian Forest Service, Northern Forestry Center, Information Report NOR-X-292
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Quercus (including Quercus macrocarpa)	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Tilia americana	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Tilia americana	Low	Solomon et al. (1993)	Solomon JD, Leininger TD, Wilson AD et al (1993) Ash pests: a guide to major insects, diseases, air pollution injury, and chemical injury. USDA Forest Service, General Technical Report SO-96
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Tilia americana	Low	Ives and Wong (1988)	Ives WGH, Wong HR (1988) Tree and shrub insects of the Prairie Provinces. Canadian Forest Service, Northern Forestry Center, Information Report NOR-X-292
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Tilia americana	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Ulmus laevis	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Ulmus laevis	Low	Solomon et al. (1993)	Solomon JD, Leininger TD, Wilson AD et al (1993) Ash pests: a guide to major insects, diseases, air pollution injury, and chemical injury. USDA Forest Service, General Technical Report SO-96
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Ulmus laevis	Low	Ives and Wong (1988)	Ives WGH, Wong HR (1988) Tree and shrub insects of the Prairie Provinces. Canadian Forest Service, Northern Forestry Center, Information Report NOR-X-292
Lepidoptera	Paleacrita vernata (Peck)	Spring Cankerworm	Ulmus laevis	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Palpita magniferalis (Walker)	Ash Pyralid	Fraxinus americanus	High	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Palpita magniferalis (Walker)	Ash Pyralid	Fraxinus americanus	High	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Palpita magniferalis (Walker)	Ash Pyralid	Fraxinus americanus	High	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Palpita magniferalis (Walker)	Ash Pyralid	Fraxinus nigra	High	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Palpita magniferalis (Walker)	Ash Pyralid	Fraxinus nigra	High	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Palpita magniferalis (Walker)	Ash Pyralid	Fraxinus nigra	High	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Palpita magniferalis (Walker)	Ash Pyralid	Fraxinus pennsylvanica	High	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Palpita magniferalis (Walker)	Ash Pyralid	Fraxinus pennsylvanica	High	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Palpita magniferalis (Walker)	Ash Pyralid	Fraxinus pennsylvanica	High	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Palthis angulalis (Hübner)	Dark-spotted Palthis	Acer	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Palthis angulalis (Hübner)	Dark-spotted Palthis	Acer	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Palthis angulalis (Hübner)	Dark-spotted Palthis	Alnus	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Palthis angulalis (Hübner)	Dark-spotted Palthis	Alnus	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Palthis angulalis (Hübner)	Dark-spotted Palthis	Betula	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Palthis angulalis (Hübner)	Dark-spotted Palthis	Betula	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Palthis angulalis (Hübner)	Dark-spotted Palthis	Fraxinus americanus	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Palthis angulalis (Hübner)	Dark-spotted Palthis	Fraxinus americanus	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Palthis angulalis (Hübner)	Dark-spotted Palthis	Ostrya virginiana	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Palthis angulalis (Hübner)	Dark-spotted Palthis	Ostrya virginiana	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Palthis angulalis (Hübner)	Dark-spotted Palthis	Prunus pensylvanica	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Palthis angulalis (Hübner)	Dark-spotted Palthis	Prunus pensylvanica	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Palthis angulalis (Hübner)	Dark-spotted Palthis	Salix	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Palthis angulalis (Hübner)	Dark-spotted Palthis	Salix	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Pandemis canadana Kearfott		Acer	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Pandemis canadana Kearfott		Betula	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Pandemis canadana Kearfott		Fraxinus americanus	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Pandemis canadana Kearfott		Populus	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Pandemis canadana Kearfott		Quercus	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Pandemis canadana Kearfott		Other Species	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Pandemis lamprosana (Robinson)		Acer	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Pandemis lamprosana (Robinson)		Betula	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Pandemis lamprosana (Robinson)		Fagus grandifolia	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Pandemis lamprosana (Robinson)		Fraxinus americanus	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Pandemis lamprosana (Robinson)		Fraxinus texensis	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Pandemis lamprosana (Robinson)		Other Species	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Pandemis limitata (Robinson)	Three-lined Leaf Roller	Acer	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Pandemis limitata (Robinson)	Three-lined Leaf Roller	Acer	Low	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Pandemis limitata (Robinson)	Three-lined Leaf Roller	Alnus	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Pandemis limitata (Robinson)	Three-lined Leaf Roller	Alnus	Low	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Pandemis limitata (Robinson)	Three-lined Leaf Roller	Betula	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Pandemis limitata (Robinson)	Three-lined Leaf Roller	Betula	Low	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Pandemis limitata (Robinson)	Three-lined Leaf Roller	Fraxinus	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Pandemis limitata (Robinson)	Three-lined Leaf Roller	Fraxinus	Low	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Pandemis limitata (Robinson)	Three-lined Leaf Roller	Malus domestica	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Pandemis limitata (Robinson)	Three-lined Leaf Roller	Malus domestica	Low	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Pandemis limitata (Robinson)	Three-lined Leaf Roller	Populus	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Pandemis limitata (Robinson)	Three-lined Leaf Roller	Populus	Low	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Pandemis limitata (Robinson)	Three-lined Leaf Roller	Quercus	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Pandemis limitata (Robinson)	Three-lined Leaf Roller	Quercus	Low	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Pandemis limitata (Robinson)	Three-lined Leaf Roller	Ulmus	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Pandemis limitata (Robinson)	Three-lined Leaf Roller	Ulmus	Low	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Pandemis limitata (Robinson)	Three-lined Leaf Roller	Other Species	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Pandemis limitata (Robinson)	Three-lined Leaf Roller	Other Species	Low	Covell (2005)	Covell CV Jr (2005) A field guide to moths of eastern North America. Virginia Museum of Natural History, Special Publication Number 12
Lepidoptera	Papaipema furcata (J.B. Smith)	Ash Shoot Borer Moth	Acer (including Acer negundo)	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Lepidoptera	Papaipema furcata (J.B. Smith)	Ash Shoot Borer Moth	Acer (including Acer negundo)	Low	Rings and Downer (2001) Robinson et al. (2007)	
Lepidoptera	Papaipema furcata (J.B. Smith)	Ash Shoot Borer Moth	Acer (including Acer negundo)	Low	Wagner (2007)	Wagner DL (2007) Emerald ash borer threatens ash-feeding Lepidoptera. News Lepid Soc 49:10–11
Lepidoptera	Papaipema furcata (J.B. Smith)	Ash Shoot Borer Moth	Cephalanthus occidentalis	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
